Vendor Location,Participant Category,Year Month,Number of Participants Redeemed,Number Vouchers Redeemed,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
NEVADA,Infant,2014-01,225,644,"$25,604.68",$113.80,,,,
NEVADA,Infant,2014-02,220,612,"$24,031.14",$109.23,,,,
NEVADA,Infant,2014-03,233,657,"$26,040.83",$111.76,,,,
NEVADA,Infant,2014-04,201,558,"$22,560.14",$112.24,,,,
NEVADA,Infant,2014-05,212,570,"$22,965.85",$108.33,,,,
NEVADA,Infant,2014-06,207,539,"$21,309.46",$102.94,,,,
NEVADA,Infant,2014-07,223,620,"$23,635.44",$105.99,,,,
NEVADA,Infant,2014-08,204,556,"$22,821.68",$111.87,,,,
NEVADA,Infant,2014-09,205,566,"$22,246.03",$108.52,,,,
NEVADA,Infant,2014-10,192,519,"$21,645.65",$112.74,,,,
NEVADA,Infant,2014-11,191,510,"$20,666.03",$108.20,,,,
NEVADA,Infant,2014-12,178,471,"$19,393.79",$108.95,,,,
NEVADA,Infant,2015-01,194,485,"$19,234.18",$99.15,,,,
NEVADA,Infant,2015-02,166,421,"$17,920.34",$107.95,,,,
NEVADA,Infant,2015-03,173,436,"$19,587.41",$113.22,,,,
NEVADA,Infant,2015-04,183,452,"$20,807.95",$113.70,,,,
NEVADA,Infant,2015-05,164,401,"$18,738.87",$114.26,,,,
NEVADA,Infant,2015-06,174,453,"$20,496.52",$117.80,,,,
NEVADA,Infant,2015-07,184,466,"$21,081.40",$114.57,,,,
NEVADA,Infant,2015-08,195,524,"$22,363.53",$114.68,,,,
NEVADA,Infant,2015-09,181,493,"$20,957.22",$115.79,,,,
NEVADA,Infant,2015-10,186,482,"$20,766.67",$111.65,,,,
NEVADA,Infant,2015-11,172,443,"$20,332.78",$118.21,,,,
NEVADA,Infant,2015-12,199,529,"$22,095.07",$111.03,,,,
NEVADA,Infant,2016-01,186,506,"$21,917.01",$117.83,,,,
NEVADA,Infant,2016-02,167,447,"$19,329.08",$115.74,,,,
NEVADA,Infant,2016-03,156,414,"$18,033.11",$115.60,,,,
NEVADA,Infant,2016-04,177,479,"$20,124.82",$113.70,,,,
NEVADA,Infant,2016-05,169,458,"$18,007.17",$106.55,,,,
NEVADA,Infant,2016-06,168,430,"$18,479.78",$110.00,,,,
NEVADA,Infant,2016-07,169,463,"$18,645.40",$110.33,,,,
NEVADA,Infant,2016-08,177,459,"$19,474.92",$110.03,,,,
NEVADA,Infant,2016-09,169,474,"$20,463.59",$121.09,,,,
NEVADA,Infant,2016-10,161,429,"$18,806.48",$116.81,,,,
NEVADA,Infant,2016-11,160,422,"$17,894.36",$111.84,,,,
NEVADA,Infant,2016-12,159,438,"$17,736.26",$111.55,,,,
NEVADA,Non-Breastfeeding Mother,2010-01,49,126,"$1,698.10",$34.66,,,,
NEVADA,Non-Breastfeeding Mother,2010-02,45,119,"$1,618.18",$35.96,,,,
NEVADA,Non-Breastfeeding Mother,2010-03,47,117,"$1,575.80",$33.53,,,,
NEVADA,Non-Breastfeeding Mother,2010-04,43,114,"$1,520.18",$35.35,,,,
NEVADA,Non-Breastfeeding Mother,2010-05,49,126,"$1,680.68",$34.30,,,,
NEVADA,Non-Breastfeeding Mother,2010-06,39,98,"$1,245.27",$31.93,,,,
NEVADA,Non-Breastfeeding Mother,2010-07,41,105,"$1,403.51",$34.23,,,,
NEVADA,Non-Breastfeeding Mother,2010-08,50,134,"$1,775.63",$35.51,,,,
NEVADA,Non-Breastfeeding Mother,2010-09,47,128,"$1,759.38",$37.43,,,,
NEVADA,Non-Breastfeeding Mother,2010-10,45,116,"$1,562.02",$34.71,,,,
NEVADA,Non-Breastfeeding Mother,2010-11,44,111,"$1,510.23",$34.32,,,,
NEVADA,Non-Breastfeeding Mother,2010-12,46,119,"$1,555.15",$33.81,,,,
NEVADA,Non-Breastfeeding Mother,2011-01,50,125,"$1,696.48",$33.93,,,,
NEVADA,Non-Breastfeeding Mother,2011-02,42,100,"$1,346.52",$32.06,,,,
NEVADA,Non-Breastfeeding Mother,2011-03,37,97,"$1,328.86",$35.92,,,,
NEVADA,Non-Breastfeeding Mother,2011-04,45,113,"$1,625.68",$36.13,,,,
NEVADA,Non-Breastfeeding Mother,2011-05,49,123,"$1,696.52",$34.62,,,,
NEVADA,Non-Breastfeeding Mother,2011-06,44,110,"$1,586.64",$36.06,,,,
NEVADA,Non-Breastfeeding Mother,2011-07,36,93,"$1,321.03",$36.70,,,,
NEVADA,Non-Breastfeeding Mother,2011-08,43,117,"$1,695.12",$39.42,,,,
NEVADA,Non-Breastfeeding Mother,2011-09,41,106,"$1,592.37",$38.84,,,,
NEVADA,Non-Breastfeeding Mother,2011-10,52,129,"$1,915.30",$36.83,,,,
NEVADA,Non-Breastfeeding Mother,2011-11,53,134,"$1,984.90",$37.45,,,,
NEVADA,Non-Breastfeeding Mother,2011-12,52,133,"$1,951.12",$37.52,,,,
NEVADA,Non-Breastfeeding Mother,2012-01,56,141,"$2,064.30",$36.86,,,,
NEVADA,Non-Breastfeeding Mother,2012-02,54,141,"$1,948.54",$36.08,,,,
NEVADA,Non-Breastfeeding Mother,2012-03,42,101,"$1,462.69",$34.83,,,,
NEVADA,Non-Breastfeeding Mother,2012-04,44,120,"$1,719.92",$39.09,,,,
NEVADA,Non-Breastfeeding Mother,2012-05,52,138,"$1,896.49",$36.47,,,,
NEVADA,Non-Breastfeeding Mother,2012-06,51,132,"$1,890.61",$37.07,,,,
NEVADA,Non-Breastfeeding Mother,2012-07,42,120,"$1,718.04",$40.91,,,,
NEVADA,Non-Breastfeeding Mother,2012-08,49,126,"$1,819.07",$37.12,,,,
NEVADA,Non-Breastfeeding Mother,2012-09,43,108,"$1,579.86",$36.74,,,,
NEVADA,Non-Breastfeeding Mother,2012-10,48,121,"$1,805.33",$37.61,,,,
NEVADA,Non-Breastfeeding Mother,2012-11,40,97,"$1,477.82",$36.95,,,,
NEVADA,Non-Breastfeeding Mother,2012-12,36,89,"$1,316.20",$36.56,,,,
NEVADA,Non-Breastfeeding Mother,2013-01,42,116,"$1,669.25",$39.74,,,,
NEVADA,Non-Breastfeeding Mother,2013-02,42,103,"$1,516.53",$36.11,,,,
NEVADA,Non-Breastfeeding Mother,2013-03,32,79,"$1,164.19",$36.38,,,,
NEVADA,Non-Breastfeeding Mother,2013-04,45,124,"$1,826.40",$40.59,,,,
NEVADA,Non-Breastfeeding Mother,2013-05,44,116,"$1,678.03",$38.14,,,,
NEVADA,Non-Breastfeeding Mother,2013-06,43,116,"$1,670.37",$38.85,,,,
NEVADA,Non-Breastfeeding Mother,2013-07,46,127,"$1,816.78",$39.50,,,,
NEVADA,Non-Breastfeeding Mother,2013-08,48,126,"$1,866.91",$38.89,,,,
NEVADA,Non-Breastfeeding Mother,2013-09,47,124,"$1,870.30",$39.79,,,,
NEVADA,Non-Breastfeeding Mother,2013-10,44,109,"$1,642.25",$37.32,,,,
NEVADA,Non-Breastfeeding Mother,2013-11,44,107,"$1,549.00",$35.20,,,,
NEVADA,Non-Breastfeeding Mother,2013-12,37,97,"$1,522.07",$41.14,,,,
NEVADA,Non-Breastfeeding Mother,2014-01,50,129,"$1,919.79",$38.40,,,,
NEVADA,Non-Breastfeeding Mother,2014-02,37,94,"$1,410.22",$38.11,,,,
NEVADA,Non-Breastfeeding Mother,2014-03,43,111,"$1,812.60",$42.15,,,,
NEVADA,Non-Breastfeeding Mother,2014-04,43,114,"$1,879.44",$43.71,,,,
NEVADA,Non-Breastfeeding Mother,2014-05,47,117,"$1,815.47",$38.63,,,,
NEVADA,Non-Breastfeeding Mother,2014-06,40,103,"$1,585.16",$39.63,,,,
NEVADA,Non-Breastfeeding Mother,2014-07,41,111,"$1,713.34",$41.79,,,,
NEVADA,Non-Breastfeeding Mother,2014-08,45,109,"$1,682.12",$37.38,,,,
NEVADA,Non-Breastfeeding Mother,2014-09,39,102,"$1,626.82",$41.71,,,,
NEVADA,Non-Breastfeeding Mother,2014-10,37,89,"$1,424.17",$38.49,,,,
NEVADA,Non-Breastfeeding Mother,2014-11,35,90,"$1,417.59",$40.50,,,,
NEVADA,Non-Breastfeeding Mother,2014-12,35,87,"$1,381.21",$39.46,,,,
NEVADA,Non-Breastfeeding Mother,2015-01,33,76,"$1,205.09",$36.52,,,,
NEVADA,Non-Breastfeeding Mother,2015-02,29,72,"$1,083.99",$37.38,,,,
NEVADA,Non-Breastfeeding Mother,2015-03,39,102,"$1,542.66",$39.56,,,,
NEVADA,Non-Breastfeeding Mother,2015-04,40,99,"$1,456.10",$36.40,,,,
NEVADA,Non-Breastfeeding Mother,2015-05,38,95,"$1,401.63",$36.89,,,,
NEVADA,Non-Breastfeeding Mother,2015-06,37,104,"$1,584.05",$42.81,,,,
NEVADA,Non-Breastfeeding Mother,2015-07,39,110,"$1,720.58",$44.12,,,,
NEVADA,Non-Breastfeeding Mother,2015-08,38,100,"$1,544.59",$40.65,,,,
NEVADA,Non-Breastfeeding Mother,2015-09,32,92,"$1,432.78",$44.77,,,,
NEVADA,Non-Breastfeeding Mother,2015-10,24,61,$924.78,$38.53,,,,
NEVADA,Non-Breastfeeding Mother,2015-11,25,58,$887.64,$35.51,,,,
NEVADA,Non-Breastfeeding Mother,2015-12,31,76,"$1,141.88",$36.83,,,,
NEVADA,Non-Breastfeeding Mother,2016-01,28,71,"$1,114.30",$39.80,,,,
NEVADA,Non-Breastfeeding Mother,2016-02,23,59,$928.65,$40.38,,,,
NEVADA,Non-Breastfeeding Mother,2016-03,22,60,$888.91,$40.41,,,,
NEVADA,Non-Breastfeeding Mother,2016-04,36,103,"$1,414.41",$39.29,,,,
NEVADA,Non-Breastfeeding Mother,2016-05,31,86,"$1,197.68",$38.63,,,,
NEVADA,Non-Breastfeeding Mother,2016-06,34,97,"$1,313.17",$38.62,,,,
NEVADA,Non-Breastfeeding Mother,2016-07,26,66,$945.17,$36.35,,,,
NEVADA,Non-Breastfeeding Mother,2016-08,30,73,"$1,123.22",$37.44,,,,
NEVADA,Non-Breastfeeding Mother,2016-09,36,83,"$1,203.10",$33.42,,,,
NEVADA,Non-Breastfeeding Mother,2016-10,29,72,"$1,101.66",$37.99,,,,
NEVADA,Non-Breastfeeding Mother,2016-11,26,65,"$1,032.33",$39.71,,,,
NEVADA,Non-Breastfeeding Mother,2016-12,24,65,"$1,039.38",$43.31,,,,
NEVADA,Prenatal,2010-01,164,566,"$7,446.48",$45.41,,,,
NEVADA,Prenatal,2010-02,170,582,"$7,558.54",$44.46,,,,
NEVADA,Prenatal,2010-03,183,627,"$8,158.13",$44.58,,,,
NEVADA,Prenatal,2010-04,173,592,"$7,581.39",$43.82,,,,
NEVADA,Prenatal,2010-05,156,544,"$6,880.50",$44.11,,,,
NEVADA,Prenatal,2010-06,163,567,"$7,244.78",$44.45,,,,
NEVADA,Prenatal,2010-07,148,520,"$6,988.66",$47.22,,,,
NEVADA,Prenatal,2010-08,156,542,"$7,240.54",$46.41,,,,
NEVADA,Prenatal,2010-09,168,583,"$7,710.02",$45.89,,,,
NEVADA,Prenatal,2010-10,158,541,"$7,314.73",$46.30,,,,
NEVADA,Prenatal,2010-11,161,556,"$7,380.60",$45.84,,,,
NEVADA,Prenatal,2010-12,156,538,"$7,224.71",$46.31,,,,
NEVADA,Prenatal,2011-01,157,530,"$7,106.66",$45.27,,,,
NEVADA,Prenatal,2011-02,143,480,"$6,548.96",$45.80,,,,
NEVADA,Prenatal,2011-03,158,555,"$7,672.22",$48.56,,,,
NEVADA,Prenatal,2011-04,179,639,"$8,870.04",$49.55,,,,
NEVADA,Prenatal,2011-05,181,631,"$8,952.60",$49.46,,,,
NEVADA,Prenatal,2011-06,171,599,"$8,613.12",$50.37,,,,
NEVADA,Prenatal,2011-07,171,610,"$8,681.44",$50.77,,,,
NEVADA,Prenatal,2011-08,177,621,"$9,177.38",$51.85,,,,
NEVADA,Prenatal,2011-09,170,591,"$8,644.82",$50.85,,,,
NEVADA,Prenatal,2011-10,166,575,"$8,559.26",$51.56,,,,
NEVADA,Prenatal,2011-11,144,491,"$7,146.46",$49.63,,,,
NEVADA,Prenatal,2011-12,146,485,"$7,221.43",$49.46,,,,
NEVADA,Prenatal,2012-01,152,513,"$7,465.75",$49.12,,,,
NEVADA,Prenatal,2012-02,165,558,"$8,003.98",$48.51,,,,
NEVADA,Prenatal,2012-03,149,514,"$7,348.04",$49.32,,,,
NEVADA,Prenatal,2012-04,153,544,"$7,701.68",$50.34,,,,
NEVADA,Prenatal,2012-05,152,520,"$7,368.14",$48.47,,,,
NEVADA,Prenatal,2012-06,152,510,"$7,243.18",$47.65,,,,
NEVADA,Prenatal,2012-07,164,604,"$8,670.69",$52.87,,,,
NEVADA,Prenatal,2012-08,161,571,"$8,101.09",$50.32,,,,
NEVADA,Prenatal,2012-09,158,549,"$7,948.14",$50.30,,,,
NEVADA,Prenatal,2012-10,161,561,"$8,291.07",$51.50,,,,
NEVADA,Prenatal,2012-11,169,608,"$9,076.67",$53.71,,,,
NEVADA,Prenatal,2012-12,175,603,"$8,877.20",$50.73,,,,
NEVADA,Prenatal,2013-01,169,598,"$8,908.00",$52.71,,,,
NEVADA,Prenatal,2013-02,161,544,"$8,100.88",$50.32,,,,
NEVADA,Prenatal,2013-03,163,563,"$8,309.44",$50.98,,,,
NEVADA,Prenatal,2013-04,193,676,"$9,911.93",$51.36,,,,
NEVADA,Prenatal,2013-05,183,645,"$9,293.89",$50.79,,,,
NEVADA,Prenatal,2013-06,193,659,"$9,676.96",$50.14,,,,
NEVADA,Prenatal,2013-07,174,574,"$8,398.14",$48.27,,,,
NEVADA,Prenatal,2013-08,174,603,"$8,861.85",$50.93,,,,
NEVADA,Prenatal,2013-09,171,602,"$9,041.12",$52.87,,,,
NEVADA,Prenatal,2013-10,157,540,"$8,107.21",$51.64,,,,
NEVADA,Prenatal,2013-11,137,469,"$7,063.98",$51.56,,,,
NEVADA,Prenatal,2013-12,150,544,"$8,215.76",$54.77,,,,
NEVADA,Prenatal,2014-01,140,505,"$7,780.12",$55.57,,,,
NEVADA,Prenatal,2014-02,134,476,"$7,430.81",$55.45,,,,
NEVADA,Prenatal,2014-03,157,543,"$8,562.22",$54.54,,,,
NEVADA,Prenatal,2014-04,139,477,"$7,608.18",$54.74,,,,
NEVADA,Prenatal,2014-05,124,423,"$6,748.59",$54.42,,,,
NEVADA,Prenatal,2014-06,139,490,"$7,665.73",$55.15,,,,
NEVADA,Prenatal,2014-07,127,451,"$7,085.79",$55.79,,,,
NEVADA,Prenatal,2014-08,127,436,"$6,850.53",$53.94,,,,
NEVADA,Prenatal,2014-09,132,448,"$7,108.11",$53.85,,,,
NEVADA,Prenatal,2014-10,125,432,"$6,927.21",$55.42,,,,
NEVADA,Prenatal,2014-11,120,407,"$6,610.35",$55.09,,,,
NEVADA,Prenatal,2014-12,117,400,"$6,341.19",$54.20,,,,
NEVADA,Prenatal,2015-01,131,443,"$6,980.77",$53.29,,,,
NEVADA,Prenatal,2015-02,115,378,"$5,890.86",$51.22,,,,
NEVADA,Prenatal,2015-03,114,369,"$5,700.46",$50.00,,,,
NEVADA,Prenatal,2015-04,112,379,"$5,497.50",$49.08,,,,
NEVADA,Prenatal,2015-05,88,301,"$4,377.11",$49.74,,,,
NEVADA,Prenatal,2015-06,105,358,"$5,162.85",$49.17,,,,
NEVADA,Prenatal,2015-07,92,319,"$4,768.73",$51.83,,,,
NEVADA,Prenatal,2015-08,95,339,"$5,043.92",$53.09,,,,
NEVADA,Prenatal,2015-09,109,396,"$5,941.84",$54.51,,,,
NEVADA,Prenatal,2015-10,108,370,"$5,660.25",$52.41,,,,
NEVADA,Prenatal,2015-11,76,270,"$4,259.09",$56.04,,,,
NEVADA,Prenatal,2015-12,103,335,"$5,177.03",$50.26,,,,
NEVADA,Prenatal,2016-01,88,310,"$4,854.79",$55.17,,,,
NEVADA,Prenatal,2016-02,83,289,"$4,366.37",$52.61,,,,
NEVADA,Prenatal,2016-03,90,320,"$4,741.55",$52.68,,,,
NEVADA,Prenatal,2016-04,87,295,"$4,551.20",$52.31,,,,
NEVADA,Prenatal,2016-05,76,253,"$3,827.36",$50.36,,,,
NEVADA,Prenatal,2016-06,87,285,"$4,365.40",$50.18,,,,
NEVADA,Prenatal,2016-07,86,287,"$4,209.97",$48.95,,,,
NEVADA,Prenatal,2016-08,95,322,"$5,010.71",$52.74,,,,
NEVADA,Prenatal,2016-09,83,282,"$4,335.11",$52.23,,,,
NEVADA,Prenatal,2016-10,85,276,"$4,262.66",$50.15,,,,
NEVADA,Prenatal,2016-11,86,282,"$4,287.71",$49.86,,,,
NEVADA,Prenatal,2016-12,82,267,"$4,124.00",$50.29,,,,
ORANGE,Breastfeeding Mother,2010-01,"7,186","29,151","$423,592.37",$58.95,,,,
ORANGE,Breastfeeding Mother,2010-02,"7,021","28,659","$416,375.47",$59.30,,,,
ORANGE,Breastfeeding Mother,2010-03,"7,132","29,014","$420,810.17",$59.00,,,,
ORANGE,Breastfeeding Mother,2010-04,"7,110","28,927","$418,869.41",$58.91,,,,
ORANGE,Breastfeeding Mother,2010-05,"6,883","27,866","$403,670.83",$58.65,,,,
ORANGE,Breastfeeding Mother,2010-06,"6,934","28,309","$411,097.08",$59.29,,,,
ORANGE,Breastfeeding Mother,2010-07,"6,828","27,741","$402,622.69",$58.97,,,,
ORANGE,Breastfeeding Mother,2010-08,"6,838","27,636","$402,807.11",$58.91,,,,
ORANGE,Breastfeeding Mother,2010-09,"7,011","28,323","$413,763.48",$59.02,,,,
ORANGE,Breastfeeding Mother,2010-10,"6,948","27,945","$411,792.43",$59.27,,,,
ORANGE,Breastfeeding Mother,2010-11,"6,836","27,500","$407,244.67",$59.57,,,,
ORANGE,Breastfeeding Mother,2010-12,"6,889","27,713","$410,111.33",$59.53,,,,
ORANGE,Breastfeeding Mother,2011-01,"6,942","28,009","$414,372.94",$59.69,,,,
ORANGE,Breastfeeding Mother,2011-02,"6,810","27,569","$411,842.76",$60.48,,,,
ORANGE,Breastfeeding Mother,2011-03,"6,922","27,932","$419,452.96",$60.60,,,,
ORANGE,Breastfeeding Mother,2011-04,"6,860","27,532","$419,868.56",$61.21,,,,
ORANGE,Breastfeeding Mother,2011-05,"6,847","27,485","$423,675.62",$61.88,,,,
ORANGE,Breastfeeding Mother,2011-06,"6,920","27,835","$434,124.50",$62.73,,,,
ORANGE,Breastfeeding Mother,2011-07,"6,932","27,941","$441,870.81",$63.74,,,,
ORANGE,Breastfeeding Mother,2011-08,"6,996","28,048","$448,606.46",$64.12,,,,
ORANGE,Breastfeeding Mother,2011-09,"7,009","28,230","$455,521.32",$64.99,,,,
ORANGE,Breastfeeding Mother,2011-10,"6,858","27,418","$444,856.70",$64.87,,,,
ORANGE,Breastfeeding Mother,2011-11,"6,852","27,541","$448,151.80",$65.40,,,,
ORANGE,Breastfeeding Mother,2011-12,"6,762","27,187","$445,921.17",$65.95,,,,
ORANGE,Breastfeeding Mother,2012-01,"6,729","27,239","$449,243.28",$66.76,,,,
ORANGE,Breastfeeding Mother,2012-02,"6,702","27,220","$449,648.60",$67.09,,,,
ORANGE,Breastfeeding Mother,2012-03,"6,633","26,852","$441,979.95",$66.63,,,,
ORANGE,Breastfeeding Mother,2012-04,"6,639","27,092","$440,717.04",$66.38,,,,
ORANGE,Breastfeeding Mother,2012-05,"6,585","26,611","$413,075.97",$62.73,,,,
ORANGE,Breastfeeding Mother,2012-06,"6,539","26,562","$397,886.95",$60.85,,,,
ORANGE,Breastfeeding Mother,2012-07,"6,488","26,288","$394,200.45",$60.76,,,,
ORANGE,Breastfeeding Mother,2012-08,"6,517","26,426","$398,077.97",$61.08,,,,
ORANGE,Breastfeeding Mother,2012-09,"6,328","25,927","$388,884.82",$61.45,,,,
ORANGE,Breastfeeding Mother,2012-10,"6,590","26,606","$403,349.06",$61.21,,,,
ORANGE,Breastfeeding Mother,2012-11,"6,495","26,145","$399,550.49",$61.52,,,,
ORANGE,Breastfeeding Mother,2012-12,"6,312","25,298","$388,955.59",$61.62,,,,
ORANGE,Breastfeeding Mother,2013-01,"6,556","26,305","$405,656.02",$61.88,,,,
ORANGE,Breastfeeding Mother,2013-02,"6,446","25,865","$398,605.51",$61.84,,,,
ORANGE,Breastfeeding Mother,2013-03,"6,306","25,155","$386,205.00",$61.24,,,,
ORANGE,Breastfeeding Mother,2013-04,"6,169","24,890","$379,414.96",$61.50,,,,
ORANGE,Breastfeeding Mother,2013-05,"6,198","24,795","$377,319.95",$60.88,,,,
ORANGE,Breastfeeding Mother,2013-06,"6,022","24,274","$369,604.32",$61.38,,,,
ORANGE,Breastfeeding Mother,2013-07,"6,077","24,402","$370,475.85",$60.96,,,,
ORANGE,Breastfeeding Mother,2013-08,"6,040","24,291","$369,064.47",$61.10,,,,
ORANGE,Breastfeeding Mother,2013-09,"6,040","24,185","$367,695.83",$60.88,,,,
ORANGE,Breastfeeding Mother,2013-10,"6,119","24,179","$369,316.57",$60.36,,,,
ORANGE,Breastfeeding Mother,2013-11,"6,085","23,909","$366,612.03",$60.25,,,,
ORANGE,Breastfeeding Mother,2013-12,"5,864","23,367","$356,476.98",$60.79,,,,
ORANGE,Breastfeeding Mother,2014-01,"5,989","24,041","$367,665.43",$61.39,,,,
ORANGE,Breastfeeding Mother,2014-02,"5,744","23,115","$355,941.55",$61.97,,,,
ORANGE,Breastfeeding Mother,2014-03,"5,668","22,663","$351,779.25",$62.06,,,,
ORANGE,Breastfeeding Mother,2014-04,"5,741","22,948","$358,803.83",$62.50,,,,
ORANGE,Breastfeeding Mother,2014-05,"5,710","22,717","$355,677.99",$62.29,,,,
ORANGE,Breastfeeding Mother,2014-06,"5,643","22,583","$353,762.81",$62.69,,,,
ORANGE,Breastfeeding Mother,2014-07,"5,671","22,591","$353,484.41",$62.33,,,,
ORANGE,Breastfeeding Mother,2014-08,"5,725","22,864","$357,606.77",$62.46,,,,
ORANGE,Breastfeeding Mother,2014-09,"5,663","22,675","$354,819.53",$62.66,,,,
ORANGE,Breastfeeding Mother,2014-10,"5,730","22,560","$352,389.95",$61.50,,,,
ORANGE,Breastfeeding Mother,2014-11,"5,469","21,533","$337,702.85",$61.75,,,,
ORANGE,Breastfeeding Mother,2014-12,"5,311","20,930","$327,997.17",$61.76,,,,
ORANGE,Breastfeeding Mother,2015-01,"5,432","21,451","$336,137.43",$61.88,,,,
ORANGE,Breastfeeding Mother,2015-02,"5,288","21,017","$330,034.72",$62.41,,,,
ORANGE,Breastfeeding Mother,2015-03,"5,205","20,668","$320,937.08",$61.66,,,,
ORANGE,Breastfeeding Mother,2015-04,"5,277","21,019","$324,065.10",$61.41,,,,
ORANGE,Breastfeeding Mother,2015-05,"5,094","20,177","$311,133.38",$61.08,,,,
ORANGE,Breastfeeding Mother,2015-06,"5,148","20,398","$316,903.05",$61.56,,,,
ORANGE,Breastfeeding Mother,2015-07,"5,190","20,721","$320,826.42",$61.82,,,,
ORANGE,Breastfeeding Mother,2015-08,"5,253","20,847","$323,490.06",$61.58,,,,
ORANGE,Breastfeeding Mother,2015-09,"5,224","20,902","$325,586.21",$62.33,,,,
ORANGE,Breastfeeding Mother,2015-10,"5,190","20,367","$318,596.06",$61.39,,,,
ORANGE,Breastfeeding Mother,2015-11,"5,085","20,049","$316,554.54",$62.25,,,,
ORANGE,Breastfeeding Mother,2015-12,"5,073","20,008","$316,546.26",$62.40,,,,
ORANGE,Breastfeeding Mother,2016-01,"5,050","19,913","$314,267.66",$62.23,,,,
ORANGE,Breastfeeding Mother,2016-02,"4,969","19,619","$307,818.87",$61.95,,,,
ORANGE,Breastfeeding Mother,2016-03,"4,988","19,542","$304,549.07",$61.06,,,,
ORANGE,Breastfeeding Mother,2016-04,"4,943","19,571","$307,720.15",$62.25,,,,
ORANGE,Breastfeeding Mother,2016-05,"4,798","18,928","$292,860.03",$61.04,,,,
ORANGE,Breastfeeding Mother,2016-06,"4,848","19,040","$293,433.81",$60.53,,,,
ORANGE,Breastfeeding Mother,2016-07,"4,725","18,553","$285,410.81",$60.40,,,,
ORANGE,Breastfeeding Mother,2016-08,"4,767","18,720","$289,239.31",$60.68,,,,
ORANGE,Breastfeeding Mother,2016-09,"4,751","18,644","$288,580.90",$60.74,,,,
ORANGE,Breastfeeding Mother,2016-10,"4,702","18,082","$280,570.74",$59.67,,,,
ORANGE,Breastfeeding Mother,2016-11,"4,614","17,975","$280,921.24",$60.88,,,,
ORANGE,Breastfeeding Mother,2016-12,"4,531","17,587","$275,828.69",$60.88,,,,
ORANGE,Child,2010-01,"60,363","228,300","$2,873,806.53",$47.61,,,,
ORANGE,Child,2010-02,"59,140","224,275","$2,807,629.66",$47.47,,,,
ORANGE,Child,2010-03,"60,334","227,897","$2,842,040.49",$47.11,,,,
ORANGE,Child,2010-04,"60,793","230,413","$2,873,700.05",$47.27,,,,
ORANGE,Child,2010-05,"59,212","223,599","$2,787,063.86",$47.07,,,,
ORANGE,Child,2010-06,"60,761","229,677","$2,859,901.85",$47.07,,,,
ORANGE,Child,2010-07,"60,792","229,068","$2,854,164.29",$46.95,,,,
ORANGE,Child,2010-08,"60,829","229,485","$2,865,940.26",$47.11,,,,
ORANGE,Child,2010-09,"61,532","230,819","$2,902,150.41",$47.16,,,,
ORANGE,Child,2010-10,"61,100","229,083","$2,894,041.59",$47.37,,,,
ORANGE,Child,2010-11,"59,925","225,665","$2,864,079.52",$47.79,,,,
ORANGE,Child,2010-12,"60,188","226,665","$2,874,461.46",$47.76,,,,
ORANGE,Child,2011-01,"60,949","230,051","$2,923,122.20",$47.96,,,,
ORANGE,Child,2011-02,"59,157","223,927","$2,869,547.71",$48.51,,,,
ORANGE,Child,2011-03,"60,773","229,053","$2,962,805.39",$48.75,,,,
ORANGE,Child,2011-04,"60,270","227,323","$2,983,299.28",$49.50,,,,
ORANGE,Child,2011-05,"60,019","226,115","$2,992,671.32",$49.86,,,,
ORANGE,Child,2011-06,"60,815","229,452","$3,071,427.06",$50.50,,,,
ORANGE,Child,2011-07,"60,284","227,608","$3,087,013.14",$51.21,,,,
ORANGE,Child,2011-08,"61,317","230,853","$3,172,785.44",$51.74,,,,
ORANGE,Child,2011-09,"60,939","230,048","$3,194,324.88",$52.42,,,,
ORANGE,Child,2011-10,"60,123","225,822","$3,157,790.93",$52.52,,,,
ORANGE,Child,2011-11,"59,011","220,923","$3,096,323.24",$52.47,,,,
ORANGE,Child,2011-12,"59,590","223,709","$3,165,248.30",$53.12,,,,
ORANGE,Child,2012-01,"59,324","223,752","$3,192,035.92",$53.81,,,,
ORANGE,Child,2012-02,"58,555","220,938","$3,169,110.14",$54.12,,,,
ORANGE,Child,2012-03,"60,478","227,054","$3,244,824.78",$53.65,,,,
ORANGE,Child,2012-04,"60,396","227,474","$3,220,405.16",$53.32,,,,
ORANGE,Child,2012-05,"60,957","228,996","$3,088,953.48",$50.67,,,,
ORANGE,Child,2012-06,"60,447","228,042","$2,914,108.61",$48.21,,,,
ORANGE,Child,2012-07,"60,462","227,203","$2,901,200.12",$47.98,,,,
ORANGE,Child,2012-08,"60,603","227,368","$2,909,914.52",$48.02,,,,
ORANGE,Child,2012-09,"58,278","219,742","$2,807,877.83",$48.18,,,,
ORANGE,Child,2012-10,"58,359","218,726","$2,808,206.83",$48.12,,,,
ORANGE,Child,2012-11,"57,602","215,986","$2,796,016.55",$48.54,,,,
ORANGE,Child,2012-12,"55,622","208,673","$2,718,811.65",$48.88,,,,
ORANGE,Child,2013-01,"57,894","217,630","$2,852,181.93",$49.27,,,,
ORANGE,Child,2013-02,"55,965","209,943","$2,753,623.83",$49.20,,,,
ORANGE,Child,2013-03,"55,357","207,315","$2,705,290.67",$48.87,,,,
